state,crop,crop_category,suitability_score,priority,primary_season,agro_climatic_zone,area_under_cultivation_hectares,average_yield_kg_per_hectare,production_tons,productivity_kg_per_hectare_per_day,water_requirement_mm,temperature_min_celsius,temperature_max_celsius,soil_ph_min,soil_ph_max,rainfall_requirement_mm
Himachal Pradesh,black_pepper_plantation,plantation,44.4,very_low,kharif,hill_regions,4646,1372,41108,17,567,20,29,6.2,7.1,432
Himachal Pradesh,mango,fruits_tropical,47.6,very_low,kharif,hill_regions,24484,7781,148085,35.4,1012,19,27,6,7.6,698
Himachal Pradesh,banana,fruits_tropical,47.9,very_low,perennial,hill_regions,4598,1444,98501,10.3,536,23,34,5.6,7.6,404
Himachal Pradesh,papaya,fruits_tropical,43,very_low,kharif,hill_regions,4900,6646,51801,32.3,460,15,41,5.6,8.3,735
Himachal Pradesh,pineapple,fruits_tropical,52.6,very_low,kharif,hill_regions,5651,6261,102776,15.3,1464,11,26,6.1,8.1,1164
Himachal Pradesh,jackfruit,fruits_tropical,46.1,very_low,kharif,hill_regions,6375,3027,36447,27,283,17,33,6.2,8,466
Himachal Pradesh,guava,fruits_tropical,43.1,very_low,kharif,hill_regions,2811,5600,119492,34.3,988,16,31,6.4,8.5,747
Himachal Pradesh,coconut_fruit,fruits_tropical,44.4,very_low,kharif,hill_regions,3585,6359,166472,10.6,1469,24,43,6,7.4,823
Himachal Pradesh,passion_fruit,fruits_tropical,46.3,very_low,kharif,hill_regions,6063,5647,8140,20,223,21,37,5.6,8.4,320
Himachal Pradesh,dragon_fruit,fruits_tropical,48.8,very_low,kharif,hill_regions,20167,1239,185130,46.3,929,17,25,6.1,7.6,995
Himachal Pradesh,rambutan,fruits_tropical,46.1,very_low,kharif,hill_regions,2613,1930,26660,7,903,21,37,6.1,8,605
Himachal Pradesh,sapota,fruits_tropical,45.4,very_low,kharif,hill_regions,11643,2131,1857,31.8,1425,19,40,6.2,7.7,946
Himachal Pradesh,custard_apple,fruits_tropical,52.4,very_low,kharif,hill_regions,4968,2566,52512,44.8,648,15,42,6,7.8,1074
Himachal Pradesh,wood_apple,fruits_tropical,47.4,very_low,kharif,hill_regions,2239,2250,76587,27.3,1455,24,42,5.8,8.4,920
Himachal Pradesh,apple,fruits_temperate,90.1,high,kharif,hill_regions,6727,2023,1694661,34.1,673,17,43,6.1,7.6,408
Himachal Pradesh,pear,fruits_temperate,44.4,very_low,kharif,hill_regions,13097,4302,118083,44.8,985,20,32,5.5,8.4,1154
Himachal Pradesh,peach,fruits_temperate,54.2,very_low,kharif,hill_regions,23592,5792,195118,32,374,15,44,5.9,8.3,383
Himachal Pradesh,plum,fruits_temperate,45,very_low,kharif,hill_regions,1039,1833,26437,42.7,282,14,25,6.2,7.9,880
Himachal Pradesh,apricot,fruits_temperate,45.6,very_low,kharif,hill_regions,10243,6677,15828,26.9,523,12,39,6,7.3,579
Himachal Pradesh,cherry,fruits_temperate,54.5,very_low,kharif,hill_regions,23767,4220,134712,22,301,16,36,5.8,8.3,435
Himachal Pradesh,strawberry,fruits_temperate,45.5,very_low,kharif,hill_regions,5134,1277,27341,23,821,18,30,6,7.8,584
Himachal Pradesh,kiwi,fruits_temperate,52.5,very_low,kharif,hill_regions,7088,7631,141421,49.2,1099,15,30,6.2,8.5,864
Himachal Pradesh,grape,fruits_temperate,53.2,very_low,kharif,hill_regions,6846,7343,100443,49.2,1207,16,35,6.4,7.8,529
Himachal Pradesh,pomegranate,fruits_temperate,46.5,very_low,kharif,hill_regions,2149,6206,17963,23.2,1246,17,41,5.8,8.4,488
Himachal Pradesh,fig,fruits_temperate,40.6,very_low,kharif,hill_regions,20714,2623,216241,27.6,1436,17,34,5.9,7.5,780
Himachal Pradesh,persimmon,fruits_temperate,46.8,very_low,kharif,hill_regions,2875,2491,74509,31.9,1192,24,37,6.5,7.5,467
Himachal Pradesh,orange,fruits_citrus,46,very_low,kharif,hill_regions,17404,4919,45521,38.4,857,12,36,6.4,8.3,828
Himachal Pradesh,lime,fruits_citrus,45.7,very_low,kharif,hill_regions,5575,6264,33910,15.6,1410,22,37,5.6,7.2,392
Himachal Pradesh,lemon,fruits_citrus,49.2,very_low,kharif,hill_regions,10393,7950,36159,25.4,1125,24,42,5.6,7.3,979
Himachal Pradesh,grapefruit,fruits_citrus,50.3,very_low,kharif,hill_regions,6421,6465,22264,44.2,268,21,37,5.8,8.1,1004
Himachal Pradesh,mandarin,fruits_citrus,54,very_low,kharif,hill_regions,11960,5218,73004,45.1,204,14,35,5.7,8.4,882
Himachal Pradesh,sweet_lime,fruits_citrus,47.2,very_low,kharif,hill_regions,12000,4910,840,21.5,380,20,34,5.8,7.7,488
Himachal Pradesh,kinnow,fruits_citrus,53.9,very_low,kharif,hill_regions,9603,4579,54902,18.6,1456,14,36,6.5,8.3,782
Himachal Pradesh,spinach,vegetables_leafy,54.9,very_low,kharif,hill_regions,5204,3839,64455,20.5,1188,18,25,6.4,7.4,1197
Himachal Pradesh,fenugreek_leaves,vegetables_leafy,54.3,very_low,kharif,hill_regions,23423,2544,122898,15.1,537,19,25,6.5,8.4,642
Himachal Pradesh,amaranth,vegetables_leafy,47.7,very_low,kharif,hill_regions,17068,5820,43129,25.1,757,24,28,5.6,8.3,1107
Himachal Pradesh,cabbage,vegetables_leafy,96.3,high,kharif,hill_regions,150299,4943,128029,31.8,217,14,43,5.8,8.4,525
Himachal Pradesh,cauliflower,vegetables_leafy,89.1,high,kharif,hill_regions,186618,4509,1724020,6.8,1398,12,42,5.9,8.2,904
Himachal Pradesh,lettuce,vegetables_leafy,42.6,very_low,kharif,hill_regions,7177,2708,184779,9.8,488,17,41,5.6,7.8,940
Himachal Pradesh,kale,vegetables_leafy,52.9,very_low,kharif,hill_regions,22589,5569,99761,10,1122,24,39,5.5,7.7,853
Himachal Pradesh,mustard_leaves,vegetables_leafy,50.3,very_low,kharif,hill_regions,13722,2563,183890,36.3,507,14,43,6.4,7.6,334
Himachal Pradesh,curry_leaves,vegetables_leafy,40.7,very_low,kharif,hill_regions,9921,5089,79556,37.3,224,11,32,5.7,7.1,876
Himachal Pradesh,coriander_leaves,vegetables_leafy,52.2,very_low,kharif,hill_regions,20514,5660,147444,17.2,1490,12,29,5.8,8.5,1189
Himachal Pradesh,potato,vegetables_root,95.3,high,rabi,hill_regions,128254,7794,1360595,47.5,611,15,42,5.6,8.4,756
Himachal Pradesh,sweet_potato,vegetables_root,53.9,very_low,kharif,hill_regions,12029,4380,83983,27.7,1457,20,30,6.4,7.4,634
Himachal Pradesh,carrot,vegetables_root,41.5,very_low,kharif,hill_regions,8210,2812,206156,41.2,383,21,43,5.6,8.2,792
Himachal Pradesh,radish,vegetables_root,50,very_low,kharif,hill_regions,13916,1238,121208,6.5,791,12,41,5.8,7.7,685
Himachal Pradesh,turnip,vegetables_root,51.6,very_low,kharif,hill_regions,15523,1514,30235,29.8,1431,11,25,5.7,8,659
Himachal Pradesh,beetroot,vegetables_root,52.4,very_low,kharif,hill_regions,2338,3100,57394,35.8,361,24,31,6.2,7.8,500
Himachal Pradesh,onion_vegetable,vegetables_root,52.7,very_low,kharif,hill_regions,10601,5120,54575,36,601,22,29,5.5,7.4,471
Himachal Pradesh,garlic_vegetable,vegetables_root,47.6,very_low,kharif,hill_regions,10774,2689,79640,31,1482,24,42,6.3,7.6,977
Himachal Pradesh,ginger_vegetable,vegetables_root,54.4,very_low,kharif,hill_regions,5679,2525,46763,26,948,18,44,6.1,8.3,587
Himachal Pradesh,turmeric_vegetable,vegetables_root,46.6,very_low,kharif,hill_regions,5549,3658,93006,31.1,1027,15,31,6.1,7.2,527
Himachal Pradesh,yam,vegetables_root,40.6,very_low,kharif,hill_regions,2873,1136,22570,34.5,279,16,43,6.3,7.5,1132
Himachal Pradesh,taro,vegetables_root,44.9,very_low,kharif,hill_regions,11382,7090,42741,35,1072,12,29,6,8.4,308
Himachal Pradesh,cassava,vegetables_root,51.7,very_low,kharif,hill_regions,5390,5465,61296,7.6,744,18,26,5.6,8,769
Himachal Pradesh,tomato,vegetables_fruit,42.4,very_low,kharif,hill_regions,18915,1109,106518,8.3,208,12,33,6.3,7.4,863
Himachal Pradesh,brinjal_eggplant,vegetables_fruit,46.2,very_low,kharif,hill_regions,7623,6582,97836,43.1,640,21,29,6.2,8.4,312
Himachal Pradesh,okra_ladyfinger,vegetables_fruit,46.6,very_low,kharif,hill_regions,16178,2232,178541,32.7,413,10,40,5.6,7.2,817
Himachal Pradesh,bottle_gourd,vegetables_fruit,49.1,very_low,kharif,hill_regions,9485,6417,185038,17.2,1113,23,38,6.2,7.3,781
Himachal Pradesh,bitter_gourd,vegetables_fruit,48.4,very_low,kharif,hill_regions,23927,1235,12750,8.5,1165,12,37,5.8,7.7,494
Himachal Pradesh,ridge_gourd,vegetables_fruit,53,very_low,kharif,hill_regions,20530,5022,21723,12.7,1485,20,25,6.2,7.6,576
Himachal Pradesh,snake_gourd,vegetables_fruit,42.3,very_low,kharif,hill_regions,1961,3028,65869,12.2,860,10,31,6.4,7.5,624
Himachal Pradesh,ash_gourd,vegetables_fruit,47.1,very_low,kharif,hill_regions,17212,2332,148111,39.1,1139,11,25,6.1,8.3,825
Himachal Pradesh,pumpkin,vegetables_fruit,43.2,very_low,kharif,hill_regions,8297,6052,16399,6.3,730,18,39,6.3,7.9,399
Himachal Pradesh,cucumber,vegetables_fruit,50.2,very_low,zaid,hill_regions,26908,7101,71962,38.8,1306,20,30,6.5,7.7,416
Himachal Pradesh,watermelon,vegetables_fruit,41.6,very_low,zaid,hill_regions,10174,1661,135992,41,1143,13,38,5.5,7.5,658
Himachal Pradesh,muskmelon,vegetables_fruit,52.5,very_low,zaid,hill_regions,376,3466,71167,47.7,1423,12,28,5.7,8.2,305
Himachal Pradesh,capsicum,vegetables_fruit,41.9,very_low,kharif,hill_regions,5295,1646,59899,17.3,864,24,27,5.9,8.4,1089
Himachal Pradesh,chilli_vegetable,vegetables_fruit,45.9,very_low,kharif,hill_regions,2325,5987,186632,29.2,848,12,37,6.1,8,323
Himachal Pradesh,drumstick,vegetables_fruit,48.2,very_low,kharif,hill_regions,4718,2458,48549,37,988,22,30,6.4,8.1,655
Himachal Pradesh,green_peas,vegetables_legume,41.4,very_low,kharif,hill_regions,14491,3172,40058,13.5,1248,14,31,5.9,7.7,670
Himachal Pradesh,french_bean,vegetables_legume,47.6,very_low,kharif,hill_regions,21586,6588,21505,41,356,11,43,6.3,7.8,1087
Himachal Pradesh,cluster_bean_vegetable,vegetables_legume,54.8,very_low,kharif,hill_regions,13700,6280,41422,12.5,1187,15,27,5.8,7.5,1168
Himachal Pradesh,broad_bean,vegetables_legume,50.5,very_low,kharif,hill_regions,19981,7321,84548,45.8,725,13,29,6.2,7.8,893
Himachal Pradesh,berseem,fodder,50.3,very_low,kharif,hill_regions,663,4728,16049,33.5,917,18,31,6.1,8.2,1198
Himachal Pradesh,lucerne_alfalfa,fodder,52.6,very_low,kharif,hill_regions,4261,5770,158664,14.5,532,12,39,5.9,7.1,1087
Himachal Pradesh,oats_fodder,fodder,48.4,very_low,kharif,hill_regions,5826,3031,60658,20.2,912,21,38,5.8,7.8,1056
Himachal Pradesh,sorghum_fodder,fodder,41,very_low,kharif,hill_regions,6483,5473,19652,38.5,1040,23,28,6.3,7.1,808
Himachal Pradesh,maize_fodder,fodder,48.3,very_low,kharif,hill_regions,15033,1030,74024,14.8,1166,10,41,6.3,8.2,437
Himachal Pradesh,bajra_fodder,fodder,49.5,very_low,kharif,hill_regions,8738,6060,43761,37.9,322,17,30,6.5,8.3,959
Himachal Pradesh,cowpea_fodder,fodder,54,very_low,kharif,hill_regions,15274,3276,99335,38.1,223,15,25,6.5,7.2,788
Himachal Pradesh,stylo,fodder,51.9,very_low,kharif,hill_regions,6875,5252,18093,40,589,13,36,5.9,8.4,1092
Himachal Pradesh,para_grass,fodder,47.3,very_low,kharif,hill_regions,5710,2872,74943,41.2,603,12,34,5.6,8.1,766
Himachal Pradesh,guinea_grass,fodder,47.4,very_low,kharif,hill_regions,14498,1633,111420,22,1344,20,27,6.3,8,329
Himachal Pradesh,napier_grass,fodder,42,very_low,kharif,hill_regions,15125,6226,130932,34.7,1196,18,30,6.4,7,629
Himachal Pradesh,tulsi,medicinal,50.9,very_low,kharif,hill_regions,641,1461,96287,48.4,917,17,31,5.8,7,545
Himachal Pradesh,neem,medicinal,46.7,very_low,kharif,hill_regions,1346,6024,99918,47.2,1003,10,39,5.6,8,1001
Himachal Pradesh,aloe_vera,medicinal,50.9,very_low,kharif,hill_regions,21510,5852,61017,46.6,433,23,31,5.6,8.2,302
Himachal Pradesh,ashwagandha,medicinal,52.5,very_low,kharif,hill_regions,13506,5840,81305,21.4,277,22,28,5.9,7.9,734
Himachal Pradesh,brahmi,medicinal,43,very_low,kharif,hill_regions,1691,7041,3358,49,458,11,36,5.6,7.9,1065
Himachal Pradesh,kalmegh,medicinal,40.7,very_low,kharif,hill_regions,10412,2116,36838,46.3,343,23,35,5.5,7.7,1035
Himachal Pradesh,giloy,medicinal,50.9,very_low,kharif,hill_regions,17035,1842,143975,43.1,1120,22,35,6.2,7.8,619
Himachal Pradesh,stevia,medicinal,48.5,very_low,kharif,hill_regions,6754,2965,15026,19.5,1307,15,39,5.7,7.6,403
Himachal Pradesh,mentha_mint,medicinal,42.1,very_low,kharif,hill_regions,13664,2493,84939,43.8,426,10,38,5.6,8.5,848
Himachal Pradesh,lemongrass,medicinal,47.1,very_low,kharif,hill_regions,10738,1634,138398,33.2,439,18,27,5.5,7.9,883
Himachal Pradesh,citronella,medicinal,48.8,very_low,kharif,hill_regions,8302,1395,66678,29.9,1051,23,42,6.5,8.5,995
Himachal Pradesh,palmarosa,medicinal,54.3,very_low,kharif,hill_regions,19970,1527,10990,42.7,836,22,31,5.9,8.1,1123
Himachal Pradesh,vetiver,medicinal,41.3,very_low,kharif,hill_regions,21649,3208,77554,7.1,220,17,26,5.7,8.3,813
Himachal Pradesh,rosemary,medicinal,49.5,very_low,kharif,hill_regions,11417,7075,57629,46.1,1298,20,39,5.6,7.4,360
Himachal Pradesh,lavender,medicinal,40.1,very_low,kharif,hill_regions,11608,2679,102189,31.9,508,17,29,6.5,8.3,323
Himachal Pradesh,bamboo,timber,54.2,very_low,kharif,hill_regions,2235,5694,126476,14.8,1185,11,34,5.5,8.5,976
Himachal Pradesh,eucalyptus,timber,42.4,very_low,kharif,hill_regions,2844,6366,8089,42.8,1424,20,29,5.9,7.7,844
Himachal Pradesh,teak,timber,50,very_low,kharif,hill_regions,7543,7236,13922,26,1208,10,39,6.3,8,311
Himachal Pradesh,sal,timber,42.7,very_low,kharif,hill_regions,4064,7738,87853,18.4,1408,21,30,5.9,7.3,1173
Himachal Pradesh,sandalwood,timber,47.8,very_low,kharif,hill_regions,9857,7025,12300,49.2,1385,15,40,6.3,8.4,576
Himachal Pradesh,rosewood,timber,47,very_low,kharif,hill_regions,21315,3754,184748,7.1,1216,13,30,6,7.7,768
Himachal Pradesh,pine,timber,48.2,very_low,kharif,hill_regions,3051,6379,53314,27.8,1038,23,39,5.5,8.3,1190
Himachal Pradesh,deodar,timber,47.1,very_low,kharif,hill_regions,16220,4217,78121,34.6,498,11,25,5.8,7.6,796
Himachal Pradesh,button_mushroom,mushroom,44.4,very_low,kharif,hill_regions,8869,4086,24789,16.7,262,18,40,5.7,7.6,314
Himachal Pradesh,oyster_mushroom,mushroom,52.6,very_low,kharif,hill_regions,1859,3554,195648,22.6,884,15,36,6.5,8.5,997
Himachal Pradesh,shiitake,mushroom,46.1,very_low,kharif,hill_regions,7222,7899,112669,25.2,215,17,44,6,7.3,319
Himachal Pradesh,milky_mushroom,mushroom,45.3,very_low,kharif,hill_regions,28267,7617,165594,30.1,967,18,39,5.9,8,409
Himachal Pradesh,rose,flowers,44,very_low,kharif,hill_regions,24173,4773,7021,46.7,1112,16,36,5.9,7.7,1098
Himachal Pradesh,jasmine,flowers,42.4,very_low,kharif,hill_regions,153,3198,14341,14.9,214,13,31,5.5,7.9,811
Himachal Pradesh,marigold,flowers,41.5,very_low,kharif,hill_regions,21871,7611,686,40.8,659,10,30,5.8,7.8,894
Himachal Pradesh,chrysanthemum,flowers,51.2,very_low,kharif,hill_regions,4901,3158,43385,50,1211,24,38,5.9,7.6,739
Himachal Pradesh,tuberose,flowers,46.3,very_low,kharif,hill_regions,12495,3069,164742,43.4,746,20,26,6,7.1,326
Himachal Pradesh,gladiolus,flowers,49.2,very_low,kharif,hill_regions,11971,7272,18054,37.6,868,11,38,6.1,7.8,1133
Himachal Pradesh,lily,flowers,47.8,very_low,kharif,hill_regions,15326,1810,112356,13.2,976,20,34,5.6,7.7,373
Himachal Pradesh,orchid,flowers,50.2,very_low,kharif,hill_regions,24846,2041,110043,30.5,1399,19,27,5.9,8,930
Himachal Pradesh,carnation,flowers,52.9,very_low,kharif,hill_regions,12957,1413,107115,43.6,1058,21,26,5.5,7.2,378
Himachal Pradesh,gerbera,flowers,48.2,very_low,kharif,hill_regions,12328,4120,79659,34.4,615,13,31,6.3,7.9,528
Himachal Pradesh,anthurium,flowers,52.3,very_low,kharif,hill_regions,7790,4073,64940,46.7,1175,16,28,6.3,7.7,367
Jharkhand,rice,cereals,94.3,high,kharif,eastern_india,11316,7319,749915,17.6,1131,23,25,6.2,8.2,488
Jharkhand,wheat,cereals,77.3,medium,rabi,eastern_india,64625,6932,75417,41.7,1203,15,38,5.5,8.4,795
Jharkhand,maize,cereals,79.3,medium,kharif,eastern_india,71582,6997,617639,45.8,957,12,43,6.2,8,1186
Jharkhand,barley,cereals,41.1,very_low,rabi,eastern_india,4581,5412,119907,48.5,790,21,43,6.2,7.4,847
Jharkhand,jowar_sorghum,cereals,54.5,very_low,kharif,eastern_india,19217,7208,47922,16.1,1438,12,28,5.9,7.9,843
Jharkhand,bajra_pearl_millet,cereals,44.4,very_low,kharif,eastern_india,26024,3744,98874,36.6,1061,15,33,5.8,7.4,712
Jharkhand,ragi_finger_millet,cereals,50.3,very_low,kharif,eastern_india,19401,3623,152002,5.3,820,21,37,6,8,1116
Jharkhand,foxtail_millet,cereals,48.5,very_low,kharif,eastern_india,25500,5938,119343,6.7,686,18,40,5.9,8.4,544
Jharkhand,proso_millet,cereals,51.2,very_low,kharif,eastern_india,9027,6617,43686,9.4,876,17,40,6.5,7.1,832
Jharkhand,barnyard_millet,cereals,50.2,very_low,kharif,eastern_india,28027,5987,124186,12.3,699,18,39,6.1,8.1,686
Jharkhand,little_millet,cereals,50.9,very_low,kharif,eastern_india,2201,2139,91771,8.4,1241,13,34,6.4,7.9,489
Jharkhand,kodo_millet,cereals,44.3,very_low,kharif,eastern_india,12297,5108,104682,22,490,20,39,5.8,8.2,1069
Jharkhand,oats,cereals,53.8,very_low,kharif,eastern_india,4111,7022,21110,5.2,1332,14,33,5.9,8.3,604
Jharkhand,gram_chickpea,pulses,68.4,low,rabi,eastern_india,32371,3279,119093,33.1,780,23,34,6,7.6,1010
Jharkhand,tur_arhar,pulses,46.4,very_low,kharif,eastern_india,13285,5177,72874,32.5,1134,14,25,6.3,7.2,949
Jharkhand,moong_green_gram,pulses,41.2,very_low,kharif,eastern_india,1267,4655,91531,12.7,683,23,33,6.3,8.4,1176
Jharkhand,urad_black_gram,pulses,53.5,very_low,kharif,eastern_india,15742,6686,109516,5.7,1440,21,40,5.6,7.3,1166
Jharkhand,masur_lentil,pulses,47.5,very_low,kharif,eastern_india,15111,1611,60001,21.9,654,14,29,5.7,8,1127
Jharkhand,rajma_kidney_bean,pulses,47.6,very_low,kharif,eastern_india,2674,6811,124040,20.7,578,19,40,6,7.9,944
Jharkhand,cowpea_lobhia,pulses,54.4,very_low,kharif,eastern_india,13266,3745,76989,30.8,832,20,32,5.6,7.7,769
Jharkhand,field_pea,pulses,43,very_low,kharif,eastern_india,6753,3864,35829,29.1,599,17,29,5.6,8.2,876
Jharkhand,black_eyed_pea,pulses,45.1,very_low,kharif,eastern_india,9492,2188,81539,26.5,642,21,42,5.9,7.6,689
Jharkhand,horse_gram,pulses,53.8,very_low,kharif,eastern_india,6086,2294,44140,16.9,499,19,27,5.9,7.9,561
Jharkhand,moth_bean,pulses,41,very_low,kharif,eastern_india,1567,6850,61281,7.9,708,14,36,6,7.7,583
Jharkhand,cluster_bean_guar,pulses,42.1,very_low,kharif,eastern_india,21892,7609,11886,38.3,1144,24,30,6.2,7.1,868
Jharkhand,groundnut_peanut,oilseeds,60.3,low,kharif,eastern_india,59182,3553,288116,10.3,741,15,28,6.4,7.2,872
Jharkhand,mustard,oilseeds,96.6,high,rabi,eastern_india,228090,2232,1876007,17.4,1399,20,40,5.6,7.9,1039
Jharkhand,rapeseed,oilseeds,52.9,very_low,rabi,eastern_india,9935,1303,52017,36.2,339,10,40,5.9,7.2,986
Jharkhand,sesame_til,oilseeds,96,high,kharif,eastern_india,40388,1106,1335645,29.8,1046,22,33,5.6,8.4,790
Jharkhand,sunflower,oilseeds,64.2,low,kharif,eastern_india,71477,5004,183082,49.9,1085,16,36,5.9,8.3,734
Jharkhand,safflower,oilseeds,52.4,very_low,kharif,eastern_india,22142,6055,183348,22.4,349,22,34,5.6,7.2,443
Jharkhand,niger,oilseeds,51.3,very_low,kharif,eastern_india,5128,6928,54671,40.7,835,20,32,5.8,8.3,331
Jharkhand,linseed_flax,oilseeds,54.6,very_low,kharif,eastern_india,10061,5396,22750,28.1,1480,13,39,5.9,8,484
Jharkhand,castor,oilseeds,47.1,very_low,kharif,eastern_india,6019,5455,136435,30.4,999,17,25,6.4,8.2,456
Jharkhand,coconut,oilseeds,46.2,very_low,perennial,eastern_india,24909,7657,182854,12.1,1388,23,32,5.9,7.7,890
Jharkhand,palm_oil,oilseeds,43.9,very_low,kharif,eastern_india,1566,4080,23670,39.4,338,23,42,6.4,8.1,396
Jharkhand,olive,oilseeds,46.6,very_low,kharif,eastern_india,12474,3331,59185,40.1,1396,21,38,6,7.9,384
Jharkhand,walnut,oilseeds,53.3,very_low,kharif,eastern_india,1038,7439,81822,44.1,1313,22,26,5.7,8.3,1109
Jharkhand,almond,oilseeds,46.9,very_low,kharif,eastern_india,3447,7778,32205,13.6,1058,13,43,5.5,7,754
Jharkhand,cotton,fiber,62.3,low,kharif,eastern_india,19067,3881,271900,5.4,1469,19,28,5.5,7.8,511
Jharkhand,jute,fiber,88.9,high,kharif,eastern_india,122085,4874,118228,28.7,1228,11,42,6.1,8.4,433
Jharkhand,mesta,fiber,54.9,very_low,kharif,eastern_india,13086,4606,4554,47.3,1037,11,25,5.6,7.9,852
Jharkhand,flax,fiber,47.5,very_low,kharif,eastern_india,8655,4614,2664,17.7,269,23,39,6.5,7.5,1090
Jharkhand,hemp,fiber,49,very_low,kharif,eastern_india,4390,6168,137899,15.6,428,20,44,6.2,7.4,677
Jharkhand,sisal,fiber,45.8,very_low,kharif,eastern_india,20921,5122,59679,47.2,1049,24,36,6.3,8.2,603
Jharkhand,coir,fiber,54.5,very_low,kharif,eastern_india,8048,7758,28371,34.2,930,21,42,6.1,8.2,581
Jharkhand,sugarcane,sugar,73.4,medium,perennial,eastern_india,75005,2310,599860,22.7,1234,10,38,6.1,8.4,942
Jharkhand,sugar_beet,sugar,51.9,very_low,kharif,eastern_india,19054,3031,195504,38.6,751,20,42,6.5,8.4,592
Jharkhand,turmeric,spices,46.3,very_low,kharif,eastern_india,3109,7176,35270,32.9,1065,21,28,5.8,7.7,628
Jharkhand,coriander,spices,54.7,very_low,kharif,eastern_india,12945,7154,74429,40.4,490,21,34,5.6,7.4,662
Jharkhand,cumin,spices,51.2,very_low,kharif,eastern_india,7597,6012,59989,39.2,431,18,43,6.1,7.9,962
Jharkhand,fennel,spices,45,very_low,kharif,eastern_india,22018,1076,167159,14.8,792,22,41,6.4,8.4,702
Jharkhand,fenugreek,spices,49.8,very_low,kharif,eastern_india,6361,4021,105916,27.6,1258,21,25,6.1,7.7,710
Jharkhand,ajwain,spices,52.3,very_low,kharif,eastern_india,18579,5989,92759,39,249,10,26,5.9,7.4,1185
Jharkhand,black_pepper,spices,48.1,very_low,kharif,eastern_india,6649,3252,62545,36.4,815,17,36,6.3,7.1,999
Jharkhand,cardamom_small,spices,48.4,very_low,kharif,eastern_india,7816,3865,43420,49.1,846,24,34,5.7,7.8,335
Jharkhand,cardamom_large,spices,53.6,very_low,kharif,eastern_india,19212,5268,122437,49.9,561,21,36,6.5,8.2,1198
Jharkhand,cinnamon,spices,48.8,very_low,kharif,eastern_india,7167,5977,87323,5,856,13,42,5.7,8,539
Jharkhand,clove,spices,45.3,very_low,kharif,eastern_india,7146,1665,16237,27.7,1034,14,38,5.6,8.3,1034
Jharkhand,nutmeg,spices,54.8,very_low,kharif,eastern_india,10418,3794,171526,11,608,11,34,6.1,7.3,323
Jharkhand,ginger,spices,50.8,very_low,kharif,eastern_india,10126,2551,55271,24.6,277,17,35,6.4,8.1,371
Jharkhand,garlic,spices,43.1,very_low,kharif,eastern_india,2033,4198,127866,28.2,1164,20,41,5.7,8.1,1093
Jharkhand,onion,spices,72.6,medium,rabi,eastern_india,101189,6465,236487,30.4,725,17,32,5.8,8,1000
Jharkhand,chilli,spices,53.1,very_low,kharif,eastern_india,10808,2783,44882,45.6,790,12,28,6,8.1,1197
Jharkhand,tamarind,spices,51.8,very_low,kharif,eastern_india,20664,7268,17063,46.8,715,23,26,6.2,8.1,1197
Jharkhand,vanilla,spices,51.5,very_low,kharif,eastern_india,9914,3565,27822,16.2,488,18,43,6.4,7.1,371
Jharkhand,saffron,spices,43.7,very_low,kharif,eastern_india,1569,3719,71065,31,906,15,39,6.3,7.5,376
Jharkhand,mint,spices,44.4,very_low,kharif,eastern_india,6025,2091,47268,14.9,1160,10,36,5.7,7,1082
Jharkhand,basil,spices,50.1,very_low,kharif,eastern_india,7995,5281,45425,23.9,1353,13,32,5.8,8.2,1124
Jharkhand,oregano,spices,52.7,very_low,kharif,eastern_india,25614,5880,156007,49.2,209,19,39,6.4,8.3,1057
Jharkhand,thyme,spices,54.2,very_low,kharif,eastern_india,349,1077,90494,24.6,786,16,43,5.9,8.3,1112
Jharkhand,tea,plantation,91.5,high,perennial,eastern_india,165691,5955,571901,9.6,544,11,30,5.8,8,1159
Jharkhand,coffee_arabica,plantation,50.3,very_low,perennial,eastern_india,22435,6095,94682,19.6,1300,23,34,5.5,8.2,556
Jharkhand,coffee_robusta,plantation,40.1,very_low,perennial,eastern_india,13630,5796,191007,29.4,854,14,31,6.3,7.7,447
Jharkhand,rubber,plantation,41.4,very_low,perennial,eastern_india,9151,5574,73432,11.5,860,23,28,6.2,7.9,973
Jharkhand,cocoa,plantation,42.3,very_low,kharif,eastern_india,18013,6929,57098,38.3,1215,15,32,6.2,7.1,962
Jharkhand,cashew,plantation,40.6,very_low,kharif,eastern_india,9219,1688,107387,44.1,1014,22,42,5.8,8.3,475
Jharkhand,areca_nut,plantation,46.2,very_low,kharif,eastern_india,15170,1210,49339,32.4,664,21,38,5.7,7.2,866
Jharkhand,betelvine,plantation,46.8,very_low,kharif,eastern_india,4456,3121,11693,29.6,1192,18,41,5.6,7.7,848
Jharkhand,black_pepper_plantation,plantation,50.1,very_low,kharif,eastern_india,17498,5560,18244,36.3,1142,24,38,6.2,7.8,1081
Jharkhand,mango,fruits_tropical,55,very_low,kharif,eastern_india,15767,1552,148795,36.9,1208,11,38,5.8,8.1,516
Jharkhand,banana,fruits_tropical,80.3,medium,perennial,eastern_india,1902,5433,92096,34.7,1403,24,29,6.3,7.5,1110
Jharkhand,papaya,fruits_tropical,51.8,very_low,kharif,eastern_india,4741,3361,72125,23.5,1089,19,44,6.4,7.6,951
