crop,problem_type,problem_name,scientific_name,symptoms,treatment,prevention,severity_level,affected_plant_part,favorable_conditions,economic_loss_percent,treatment_cost_per_hectare,occurrence_season,geographical_distribution,resistance_available,organic_treatment,diagnostic_method,spread_mechanism,quarantine_importance,ipm_strategy
nutmeg,pest,nutmeg_aphid,Pest_nutmeg_aphid_2,"Typical aphid damage in nutmeg: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for nutmeg",high,stem,monsoon,55,2465,year_round,widespread,limited,sticky_traps,visual_identification,flight,low,Integrated pest management for nutmeg
nutmeg,pest,nutmeg_whitefly,Pest_nutmeg_whitefly_3,"Typical whitefly damage in nutmeg: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for nutmeg",high,leaf,warm_weather,52,3995,year_round,widespread,yes,neem_oil,visual_identification,crawling,low,Integrated pest management for nutmeg
nutmeg,pest,nutmeg_thrips,Pest_nutmeg_thrips_4,"Typical thrips damage in nutmeg: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for nutmeg",medium,leaf,warm_weather,49,3894,year_round,widespread,yes,sticky_traps,visual_identification,flight,medium,Integrated pest management for nutmeg
ginger,disease,ginger_rhizome_rot,Pathogen_ginger_1,"Typical rhizome_rot symptoms in ginger: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for ginger",low,root,high_humidity,25,3192,summer,widespread,yes,trichoderma,visual_symptoms,contact,medium,Integrated disease management for ginger
ginger,disease,ginger_leaf_spot,Pathogen_ginger_2,"Typical leaf_spot symptoms in ginger: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for ginger",high,fruit,high_humidity,24,4815,rabi,widespread,yes,neem_oil,visual_symptoms,insects,low,Integrated disease management for ginger
ginger,disease,ginger_wilt,Pathogen_ginger_3,"Typical wilt symptoms in ginger: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for ginger",high,leaf,wet_conditions,20,1179,summer,widespread,limited,trichoderma,visual_symptoms,contact,medium,Integrated disease management for ginger
ginger,pest,ginger_rhizome_weevil,Pest_ginger_rhizome_weevil_1,"Typical rhizome_weevil damage in ginger: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for ginger",high,leaf,humid_conditions,36,2618,kharif,widespread,no,bt_spray,visual_identification,human_activity,medium,Integrated pest management for ginger
ginger,pest,ginger_aphid,Pest_ginger_aphid_2,"Typical aphid damage in ginger: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for ginger",high,stem,warm_weather,74,5707,summer,widespread,limited,sticky_traps,visual_identification,wind_dispersal,medium,Integrated pest management for ginger
ginger,pest,ginger_thrips,Pest_ginger_thrips_3,"Typical thrips damage in ginger: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for ginger",severe,leaf,humid_conditions,27,2275,year_round,widespread,limited,sticky_traps,visual_identification,flight,medium,Integrated pest management for ginger
ginger,pest,ginger_caterpillar,Pest_ginger_caterpillar_4,"Typical caterpillar damage in ginger: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for ginger",severe,sap,warm_weather,54,5738,kharif,widespread,yes,neem_oil,visual_identification,crawling,low,Integrated pest management for ginger
garlic,disease,garlic_rhizome_rot,Pathogen_garlic_1,"Typical rhizome_rot symptoms in garlic: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for garlic",severe,flower,high_temperature,41,2336,kharif,widespread,yes,neem_oil,visual_symptoms,wind,low,Integrated disease management for garlic
garlic,disease,garlic_leaf_spot,Pathogen_garlic_2,"Typical leaf_spot symptoms in garlic: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for garlic",medium,flower,poor_drainage,52,4363,kharif,widespread,yes,trichoderma,visual_symptoms,insects,medium,Integrated disease management for garlic
garlic,disease,garlic_wilt,Pathogen_garlic_3,"Typical wilt symptoms in garlic: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for garlic",severe,leaf,poor_drainage,21,4802,kharif,widespread,yes,neem_oil,visual_symptoms,water,low,Integrated disease management for garlic
garlic,pest,garlic_rhizome_weevil,Pest_garlic_rhizome_weevil_1,"Typical rhizome_weevil damage in garlic: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for garlic",low,root,dry_weather,49,5104,summer,widespread,no,pheromone_traps,visual_identification,human_activity,medium,Integrated pest management for garlic
garlic,pest,garlic_aphid,Pest_garlic_aphid_2,"Typical aphid damage in garlic: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for garlic",severe,stem,monsoon,32,2797,year_round,widespread,limited,bt_spray,visual_identification,wind_dispersal,low,Integrated pest management for garlic
garlic,pest,garlic_thrips,Pest_garlic_thrips_3,"Typical thrips damage in garlic: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for garlic",low,sap,dry_weather,42,5512,year_round,widespread,limited,pheromone_traps,visual_identification,flight,medium,Integrated pest management for garlic
garlic,pest,garlic_caterpillar,Pest_garlic_caterpillar_4,"Typical caterpillar damage in garlic: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for garlic",low,root,humid_conditions,51,1454,kharif,widespread,yes,neem_oil,visual_identification,human_activity,low,Integrated pest management for garlic
onion,disease,onion_rhizome_rot,Pathogen_onion_1,"Typical rhizome_rot symptoms in onion: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for onion",low,fruit,wet_conditions,16,4514,rabi,widespread,no,neem_oil,visual_symptoms,insects,low,Integrated disease management for onion
onion,disease,onion_leaf_spot,Pathogen_onion_2,"Typical leaf_spot symptoms in onion: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for onion",medium,root,high_temperature,19,1806,kharif,widespread,limited,trichoderma,visual_symptoms,insects,low,Integrated disease management for onion
onion,disease,onion_wilt,Pathogen_onion_3,"Typical wilt symptoms in onion: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for onion",high,root,high_humidity,15,1110,kharif,widespread,no,copper_fungicide,visual_symptoms,water,low,Integrated disease management for onion
onion,pest,onion_rhizome_weevil,Pest_onion_rhizome_weevil_1,"Typical rhizome_weevil damage in onion: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for onion",low,fruit,humid_conditions,58,4650,rabi,widespread,limited,pheromone_traps,visual_identification,crawling,low,Integrated pest management for onion
onion,pest,onion_aphid,Pest_onion_aphid_2,"Typical aphid damage in onion: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for onion",high,fruit,warm_weather,47,5821,summer,widespread,yes,neem_oil,visual_identification,human_activity,low,Integrated pest management for onion
onion,pest,onion_thrips,Pest_onion_thrips_3,"Typical thrips damage in onion: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for onion",high,fruit,dry_weather,39,4630,summer,widespread,yes,sticky_traps,visual_identification,wind_dispersal,low,Integrated pest management for onion
onion,pest,onion_caterpillar,Pest_onion_caterpillar_4,"Typical caterpillar damage in onion: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for onion",severe,leaf,dry_weather,50,5426,rabi,widespread,limited,sticky_traps,visual_identification,flight,low,Integrated pest management for onion
chilli,disease,chilli_rhizome_rot,Pathogen_chilli_1,"Typical rhizome_rot symptoms in chilli: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for chilli",medium,leaf,wet_conditions,37,2858,summer,widespread,no,neem_oil,visual_symptoms,insects,medium,Integrated disease management for chilli
chilli,disease,chilli_leaf_spot,Pathogen_chilli_2,"Typical leaf_spot symptoms in chilli: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for chilli",low,flower,wet_conditions,55,727,rabi,widespread,yes,trichoderma,visual_symptoms,water,low,Integrated disease management for chilli
chilli,disease,chilli_wilt,Pathogen_chilli_3,"Typical wilt symptoms in chilli: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for chilli",low,stem,wet_conditions,14,3103,kharif,widespread,limited,baking_soda,visual_symptoms,contact,low,Integrated disease management for chilli
chilli,pest,chilli_rhizome_weevil,Pest_chilli_rhizome_weevil_1,"Typical rhizome_weevil damage in chilli: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for chilli",medium,sap,monsoon,66,2632,year_round,widespread,no,bt_spray,visual_identification,wind_dispersal,medium,Integrated pest management for chilli
chilli,pest,chilli_aphid,Pest_chilli_aphid_2,"Typical aphid damage in chilli: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for chilli",severe,stem,dry_weather,62,2727,year_round,widespread,no,neem_oil,visual_identification,crawling,medium,Integrated pest management for chilli
chilli,pest,chilli_thrips,Pest_chilli_thrips_3,"Typical thrips damage in chilli: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for chilli",severe,sap,warm_weather,25,1589,kharif,widespread,no,pheromone_traps,visual_identification,crawling,medium,Integrated pest management for chilli
chilli,pest,chilli_caterpillar,Pest_chilli_caterpillar_4,"Typical caterpillar damage in chilli: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for chilli",severe,fruit,dry_weather,26,5682,summer,widespread,limited,neem_oil,visual_identification,wind_dispersal,medium,Integrated pest management for chilli
tamarind,disease,tamarind_early_blight,Pathogen_tamarind_1,"Typical early_blight symptoms in tamarind: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for tamarind",low,stem,high_humidity,54,1894,kharif,widespread,no,copper_fungicide,visual_symptoms,wind,medium,Integrated disease management for tamarind
tamarind,disease,tamarind_late_blight,Pathogen_tamarind_2,"Typical late_blight symptoms in tamarind: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for tamarind",severe,root,high_temperature,17,1706,rabi,widespread,limited,baking_soda,visual_symptoms,contact,medium,Integrated disease management for tamarind
tamarind,disease,tamarind_powdery_mildew,Pathogen_tamarind_3,"Typical powdery_mildew symptoms in tamarind: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for tamarind",high,stem,wet_conditions,36,3612,summer,widespread,no,trichoderma,visual_symptoms,insects,low,Integrated disease management for tamarind
tamarind,pest,tamarind_fruit_borer,Pest_tamarind_fruit_borer_1,"Typical fruit_borer damage in tamarind: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for tamarind",medium,root,humid_conditions,70,3179,kharif,widespread,yes,sticky_traps,visual_identification,human_activity,medium,Integrated pest management for tamarind
tamarind,pest,tamarind_aphid,Pest_tamarind_aphid_2,"Typical aphid damage in tamarind: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for tamarind",low,sap,warm_weather,71,5913,rabi,widespread,no,sticky_traps,visual_identification,wind_dispersal,medium,Integrated pest management for tamarind
tamarind,pest,tamarind_whitefly,Pest_tamarind_whitefly_3,"Typical whitefly damage in tamarind: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for tamarind",severe,stem,humid_conditions,64,1585,year_round,widespread,yes,pheromone_traps,visual_identification,crawling,low,Integrated pest management for tamarind
tamarind,pest,tamarind_thrips,Pest_tamarind_thrips_4,"Typical thrips damage in tamarind: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for tamarind",high,stem,warm_weather,60,1478,kharif,widespread,yes,pheromone_traps,visual_identification,wind_dispersal,medium,Integrated pest management for tamarind
vanilla,disease,vanilla_early_blight,Pathogen_vanilla_1,"Typical early_blight symptoms in vanilla: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for vanilla",high,flower,poor_drainage,31,1221,kharif,widespread,limited,baking_soda,visual_symptoms,water,low,Integrated disease management for vanilla
vanilla,disease,vanilla_late_blight,Pathogen_vanilla_2,"Typical late_blight symptoms in vanilla: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for vanilla",high,flower,high_humidity,49,3626,kharif,widespread,no,neem_oil,visual_symptoms,water,medium,Integrated disease management for vanilla
vanilla,disease,vanilla_powdery_mildew,Pathogen_vanilla_3,"Typical powdery_mildew symptoms in vanilla: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for vanilla",medium,fruit,high_temperature,55,4047,kharif,widespread,no,trichoderma,visual_symptoms,wind,low,Integrated disease management for vanilla
vanilla,pest,vanilla_fruit_borer,Pest_vanilla_fruit_borer_1,"Typical fruit_borer damage in vanilla: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for vanilla",low,leaf,dry_weather,25,3883,kharif,widespread,no,pheromone_traps,visual_identification,flight,low,Integrated pest management for vanilla
vanilla,pest,vanilla_aphid,Pest_vanilla_aphid_2,"Typical aphid damage in vanilla: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for vanilla",severe,fruit,humid_conditions,22,5301,summer,widespread,yes,neem_oil,visual_identification,flight,low,Integrated pest management for vanilla
vanilla,pest,vanilla_whitefly,Pest_vanilla_whitefly_3,"Typical whitefly damage in vanilla: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for vanilla",low,sap,humid_conditions,72,2553,summer,widespread,no,pheromone_traps,visual_identification,flight,low,Integrated pest management for vanilla
vanilla,pest,vanilla_thrips,Pest_vanilla_thrips_4,"Typical thrips damage in vanilla: feeding marks, holes, defoliation",Insecticide spray - lambda_cyhalothrin as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for vanilla",severe,stem,warm_weather,28,2492,summer,widespread,yes,neem_oil,visual_identification,human_activity,low,Integrated pest management for vanilla
saffron,disease,saffron_early_blight,Pathogen_saffron_1,"Typical early_blight symptoms in saffron: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for saffron",severe,fruit,high_temperature,28,4196,rabi,widespread,no,copper_fungicide,visual_symptoms,wind,medium,Integrated disease management for saffron
saffron,disease,saffron_late_blight,Pathogen_saffron_2,"Typical late_blight symptoms in saffron: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for saffron",low,fruit,high_humidity,25,2150,rabi,widespread,limited,copper_fungicide,visual_symptoms,wind,low,Integrated disease management for saffron
saffron,disease,saffron_powdery_mildew,Pathogen_saffron_3,"Typical powdery_mildew symptoms in saffron: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for saffron",high,flower,wet_conditions,57,3201,year_round,widespread,yes,baking_soda,visual_symptoms,contact,medium,Integrated disease management for saffron
saffron,pest,saffron_fruit_borer,Pest_saffron_fruit_borer_1,"Typical fruit_borer damage in saffron: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for saffron",high,root,warm_weather,18,2268,rabi,widespread,limited,neem_oil,visual_identification,human_activity,medium,Integrated pest management for saffron
saffron,pest,saffron_aphid,Pest_saffron_aphid_2,"Typical aphid damage in saffron: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for saffron",medium,stem,dry_weather,16,5801,summer,widespread,yes,sticky_traps,visual_identification,crawling,low,Integrated pest management for saffron
saffron,pest,saffron_whitefly,Pest_saffron_whitefly_3,"Typical whitefly damage in saffron: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for saffron",severe,stem,warm_weather,68,4424,rabi,widespread,no,bt_spray,visual_identification,crawling,medium,Integrated pest management for saffron
saffron,pest,saffron_thrips,Pest_saffron_thrips_4,"Typical thrips damage in saffron: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for saffron",low,root,warm_weather,37,5390,kharif,widespread,no,sticky_traps,visual_identification,flight,medium,Integrated pest management for saffron
mint,disease,mint_early_blight,Pathogen_mint_1,"Typical early_blight symptoms in mint: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for mint",low,fruit,high_temperature,25,1168,kharif,widespread,limited,neem_oil,visual_symptoms,wind,medium,Integrated disease management for mint
mint,disease,mint_late_blight,Pathogen_mint_2,"Typical late_blight symptoms in mint: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for mint",low,leaf,wet_conditions,47,4946,year_round,widespread,no,neem_oil,visual_symptoms,water,medium,Integrated disease management for mint
mint,disease,mint_powdery_mildew,Pathogen_mint_3,"Typical powdery_mildew symptoms in mint: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for mint",medium,fruit,high_humidity,42,2711,rabi,widespread,limited,copper_fungicide,visual_symptoms,contact,low,Integrated disease management for mint
mint,pest,mint_fruit_borer,Pest_mint_fruit_borer_1,"Typical fruit_borer damage in mint: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for mint",high,stem,humid_conditions,18,5932,kharif,widespread,yes,sticky_traps,visual_identification,human_activity,medium,Integrated pest management for mint
mint,pest,mint_aphid,Pest_mint_aphid_2,"Typical aphid damage in mint: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for mint",high,sap,warm_weather,72,5497,summer,widespread,no,bt_spray,visual_identification,wind_dispersal,low,Integrated pest management for mint
mint,pest,mint_whitefly,Pest_mint_whitefly_3,"Typical whitefly damage in mint: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for mint",medium,stem,monsoon,69,1715,kharif,widespread,limited,bt_spray,visual_identification,human_activity,low,Integrated pest management for mint
mint,pest,mint_thrips,Pest_mint_thrips_4,"Typical thrips damage in mint: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for mint",low,stem,monsoon,39,5448,kharif,widespread,no,sticky_traps,visual_identification,wind_dispersal,low,Integrated pest management for mint
basil,disease,basil_early_blight,Pathogen_basil_1,"Typical early_blight symptoms in basil: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for basil",high,stem,poor_drainage,14,3004,kharif,widespread,no,baking_soda,visual_symptoms,water,low,Integrated disease management for basil
basil,disease,basil_late_blight,Pathogen_basil_2,"Typical late_blight symptoms in basil: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for basil",medium,fruit,wet_conditions,12,1393,summer,widespread,yes,trichoderma,visual_symptoms,insects,medium,Integrated disease management for basil
basil,disease,basil_powdery_mildew,Pathogen_basil_3,"Typical powdery_mildew symptoms in basil: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for basil",medium,root,wet_conditions,46,1761,kharif,widespread,yes,copper_fungicide,visual_symptoms,insects,medium,Integrated disease management for basil
basil,pest,basil_fruit_borer,Pest_basil_fruit_borer_1,"Typical fruit_borer damage in basil: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for basil",severe,fruit,humid_conditions,27,5384,rabi,widespread,no,sticky_traps,visual_identification,wind_dispersal,low,Integrated pest management for basil
basil,pest,basil_aphid,Pest_basil_aphid_2,"Typical aphid damage in basil: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for basil",severe,stem,warm_weather,73,3068,kharif,widespread,yes,neem_oil,visual_identification,flight,medium,Integrated pest management for basil
basil,pest,basil_whitefly,Pest_basil_whitefly_3,"Typical whitefly damage in basil: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for basil",severe,sap,humid_conditions,51,5058,summer,widespread,yes,neem_oil,visual_identification,crawling,low,Integrated pest management for basil
basil,pest,basil_thrips,Pest_basil_thrips_4,"Typical thrips damage in basil: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for basil",severe,leaf,warm_weather,55,3907,kharif,widespread,yes,neem_oil,visual_identification,crawling,medium,Integrated pest management for basil
oregano,disease,oregano_early_blight,Pathogen_oregano_1,"Typical early_blight symptoms in oregano: leaf spots, wilting, discoloration",Fungicide spray - propiconazole as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for oregano",high,flower,high_humidity,30,4045,kharif,widespread,limited,baking_soda,visual_symptoms,insects,medium,Integrated disease management for oregano
oregano,disease,oregano_late_blight,Pathogen_oregano_2,"Typical late_blight symptoms in oregano: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for oregano",low,leaf,poor_drainage,24,2017,summer,widespread,yes,copper_fungicide,visual_symptoms,water,low,Integrated disease management for oregano
oregano,disease,oregano_powdery_mildew,Pathogen_oregano_3,"Typical powdery_mildew symptoms in oregano: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for oregano",severe,root,poor_drainage,57,4718,summer,widespread,no,baking_soda,visual_symptoms,contact,low,Integrated disease management for oregano
oregano,pest,oregano_fruit_borer,Pest_oregano_fruit_borer_1,"Typical fruit_borer damage in oregano: feeding marks, holes, defoliation",Insecticide spray - emamectin_benzoate as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for oregano",severe,stem,monsoon,53,2717,kharif,widespread,yes,bt_spray,visual_identification,flight,medium,Integrated pest management for oregano
oregano,pest,oregano_aphid,Pest_oregano_aphid_2,"Typical aphid damage in oregano: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for oregano",medium,fruit,humid_conditions,70,5873,summer,widespread,limited,neem_oil,visual_identification,crawling,medium,Integrated pest management for oregano
oregano,pest,oregano_whitefly,Pest_oregano_whitefly_3,"Typical whitefly damage in oregano: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for oregano",high,fruit,humid_conditions,63,4270,year_round,widespread,yes,bt_spray,visual_identification,wind_dispersal,medium,Integrated pest management for oregano
oregano,pest,oregano_thrips,Pest_oregano_thrips_4,"Typical thrips damage in oregano: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for oregano",high,sap,warm_weather,32,800,summer,widespread,yes,pheromone_traps,visual_identification,flight,low,Integrated pest management for oregano
thyme,disease,thyme_early_blight,Pathogen_thyme_1,"Typical early_blight symptoms in thyme: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for thyme",low,flower,high_humidity,51,1399,kharif,widespread,yes,copper_fungicide,visual_symptoms,water,low,Integrated disease management for thyme
thyme,disease,thyme_late_blight,Pathogen_thyme_2,"Typical late_blight symptoms in thyme: leaf spots, wilting, discoloration",Fungicide spray - copper_oxychloride as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for thyme",medium,fruit,high_humidity,37,859,summer,widespread,yes,trichoderma,visual_symptoms,insects,low,Integrated disease management for thyme
thyme,disease,thyme_powdery_mildew,Pathogen_thyme_3,"Typical powdery_mildew symptoms in thyme: leaf spots, wilting, discoloration",Fungicide spray - mancozeb as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for thyme",high,fruit,wet_conditions,35,1917,year_round,widespread,yes,baking_soda,visual_symptoms,contact,medium,Integrated disease management for thyme
thyme,pest,thyme_fruit_borer,Pest_thyme_fruit_borer_1,"Typical fruit_borer damage in thyme: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for thyme",severe,sap,humid_conditions,61,5072,summer,widespread,limited,neem_oil,visual_identification,human_activity,low,Integrated pest management for thyme
thyme,pest,thyme_aphid,Pest_thyme_aphid_2,"Typical aphid damage in thyme: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for thyme",low,leaf,dry_weather,62,5021,year_round,widespread,limited,bt_spray,visual_identification,wind_dispersal,medium,Integrated pest management for thyme
thyme,pest,thyme_whitefly,Pest_thyme_whitefly_3,"Typical whitefly damage in thyme: feeding marks, holes, defoliation",Insecticide spray - acetamiprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for thyme",severe,sap,warm_weather,50,1991,summer,widespread,yes,bt_spray,visual_identification,crawling,medium,Integrated pest management for thyme
thyme,pest,thyme_thrips,Pest_thyme_thrips_4,"Typical thrips damage in thyme: feeding marks, holes, defoliation",Insecticide spray - imidacloprid as recommended,"Monitor regularly, use pheromone traps, encourage natural enemies for thyme",high,leaf,dry_weather,70,2519,kharif,widespread,yes,neem_oil,visual_identification,flight,low,Integrated pest management for thyme
rosemary,disease,rosemary_early_blight,Pathogen_rosemary_1,"Typical early_blight symptoms in rosemary: leaf spots, wilting, discoloration",Fungicide spray - carbendazim as recommended,"Use resistant varieties, proper sanitation, balanced nutrition for rosemary",severe,stem,high_humidity,13,2428,rabi,widespread,no,copper_fungicide,visual_symptoms,water,medium,Integrated disease management for rosemary
